[0, 0, 1, 1, 1, 1, 0.31421232876726296, 0.29366438356164754, 0.5402397260274353, 0.31421232876726296, 0.3758561643836529, 0.005993150684857092, 0.04708904109585975, -0.1481164383561177, -0.13784246575331, -0.27140410958912564, 0.06763698630147513, -0.4768835616439108, -0.4871575342464904, -0.5077054794521058, -0.4871575342464904, -0.5077054794521058, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]|2
[0, 0, 1, 1, 1, 1, 0.23132448472487543, 0.22091972591693368, 0.252134002341221, 0.23132448472487543, 0.48103869611940486, 0.252134002341221, 0.3145625551897956, -0.06000876190211408, -0.018389726669653998, -0.21608014402355058, -0.2056753852153778, -0.3409372497209308, 0.0024197909466915574, -0.5490324258830002, -0.559437184690942, -0.5802467023072875, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]|2
[0, 0, 1, 1, 1, 1, 0.1853831714681627, 0.1202562637720546, 0.15747163959843158, 0.14816779564199228, 0.17607932751172337, 0.15747163959843158, 0.38076389455648696, 0.17607932751172337, 0.23190239125118556, -0.10303599118600075, -0.06582061535962376, -0.24259365053465623, -0.23328980657801032, -0.3542397780137872, -0.047212927446331966, -0.5403166571454655, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]|2
[0, 0, 1, 1, 1, 1, 0.16109209271005126, 0.1371008474101094, 0.1850833380099931, 0.12910376564340292, 0.16109209271005126, 0.15309501094352235, 0.1770862562434642, 0.16109209271005126, 0.3530220551097636, 0.1770862562434642, 0.22506874684334788, -0.06282619675630942, -0.0308378696896611, -0.18278242325601865, -0.17478534148931218, -0.27874740445596363, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]|2
[0, 0, 1, 1, 1, 1, -0.13061667183134604, -0.1678029129221021, -0.1058258444376004, -0.14301208552835648, -0.06863960334684434, -0.1554074992253669, -0.1058258444376004, -0.11822125813433561, -0.08103501704357954, -0.1058258444376004, 0.19166408428872334, -0.08103501704357954, -0.006662534862067418, -0.45289742795169063, -0.40331577316392414, -0.6388286334054709, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]|1
[0, 0, 1, 1, 1, 1, -0.14769604431418473, -0.23222703757670632, -0.14769604431418473, -0.1839236128552271, -0.12354433195357921, -0.1597719004946216, -0.08731676341253684, -0.17184775667505842, -0.12354433195357921, -0.1356201881337479, -0.09939261959270554, -0.12354433195357921, 0.16627621637502785, -0.09939261959270554, -0.026937482510620808, -0.46166830500366546, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]|1
[0, 0, 1, 1, 1, 1, -0.21410724581995327, -0.21410724581995327, -0.20430520853370934, -0.2729194695369815, -0.20430520853370934, -0.23371132039222348, -0.18470113396143917, -0.21410724581995327, -0.15529502210292503, -0.2239092831061972, -0.18470113396143917, -0.19450317124746544, -0.1650970593889513, -0.18470113396143917, 0.050547760906891434, -0.1650970593889513, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]|1
[0, 0, 1, 1, 1, 1, -0.21821377423798846, -0.24170990566509956, -0.24170990566509956, -0.24170990566509956, -0.23387786185600457, -0.2887021685193218, -0.23387786185600457, -0.25737399328311567, -0.21821377423798846, -0.24170990566509956, -0.19471764281087736, -0.24954194947419459, -0.21821377423798846, -0.22604581804690957, -0.20254968661979844, -0.21821377423798846, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]|1
[0, 0, 1, 1, 1, 1, -0.6473450929889094, -0.927660147943844, -0.6356652990326376, -0.670704680901972, -0.670704680901972, -0.670704680901972, -0.6590248869454407, -0.7407834446406407, -0.6590248869454407, -0.6940642688147751, -0.6356652990326376, -0.670704680901972, -0.6006259171633032, -0.6823844748585032, -0.6356652990326376, -0.6473450929889094, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]|0
[0, 0, 1, 1, 1, 1, -0.4915221030881068, -0.5962490649375732, -0.37931464396363096, -0.5588465785626926, -0.3718341466887877, -0.39427563851364966, -0.39427563851364966, -0.39427563851364966, -0.38679514123864034, -0.4391586221633736, -0.38679514123864034, -0.4092366330635023, -0.3718341466887877, -0.39427563851364966, -0.3493926548639258, -0.40175613578865904, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]|0
