[0, 1, 0, 1, 0, 0, 0.3002225158197302, 0.12304429455544477, 0.3002225158197302, 0, 0, 0, 0, 0, 0, 0]|0
[0, 1, 0, 1, 0, 0, 0.28332803831983777, 0.25886507490414723, 0.25886507490414723, 0, 0, 0, 0, 0, 0, 0]|0
[0, 0, 0, 1, 0, 0, -0.029061102831267515, -0.3241430700439168, -0.1274217585688173, 0, 0, 0, 0, 0, 0, 0]|0
[0, 0, 0, 1, 0, 0, -0.11836896278570497, -0.6757719714953843, -0.6757719714953843, 1, 1, 1, 1, 1, 1, 1]|0
[0, 0, 0, 1, 0, 0, 0.17155522965024095, -0.14735684287831746, 0.17155522965024095, 0, 0, 0, 0, 1, 0, 1]|0
[0, 0, 0, 1, 0, 0, 0.2384305835013426, 0.13380281690095036, -0.18008048289790318, 0, 0, 0, 0, 1, 1, 1]|0
[0, 0, 1, 1, 0, 0, -1.3324087452498323, -1.6555091775221722, -1.6555091775221722, 1, 1, 1, 1, 1, 1, 1]|1
[0, 0, 1, 1, 0, 0, -1.5301893957228272, -2.8459913608796312, -1.5301893957228272, 1, 1, 1, 1, 1, 1, 1]|1
[0, 0, 1, 1, 0, 1, -2.4064676617079863, -2.4064676617079863, -2.4064676617079863, 1, 1, 1, 1, 1, 1, 1]|1
[0, 0, 1, 1, 1, 1, -0.6915002560186377, -0.8379416282676104, 0.04070660522297401, 0, 1, 1, 0, 0, 0, 0]|1
[0, 0, 1, 1, 1, 1, -0.9348438774778999, -1.6005710895240863, -0.9348438774778999, 0, 0, 1, 1, 0, 0, 0]|1
[1, 0, 1, 1, 1, 1, 0.5832028191016874, -18.08750978835582, -2.3455364134435355, 1, -1, -1, 1, 1, -1, -1]|1
[1, 0, 1, 1, 1, 1, -9.384137151388714, -10.036925395547113, -10.254521476928414, 1, 0, -1, -1, 0, 0, -1]|1
[1, 1, 1, 1, 1, 1, 0.09304875374633689, -0.018785176521813746, 0.09304875374633689, 0, 0, 0, 0, -1, -1, -1]|0
[1, 1, 1, 1, 1, 1, 0.35817855820378214, 0.21598682543676548, 0.10934302586170029, 0, 0, 0, 0, 0, -1, -1]|0
[1, 1, 1, 1, 1, 1, 0.31452437776993214, 0.2275826798495215, 0.2623593590178402, 0, 0, 0, 0, 0, 0, -1]|0
[1, 1, 1, 1, 1, 1, 0.32928988353777705, 0.2446402390107784, 0.2785000968217282, 0, 0, 0, 0, 0, 0, 0]|0
[1, 1, 1, 1, 1, 1, 0.44970912786841244, 0.3768930936306457, 0.4375731221622976, 0, 0, 0, 0, 0, 0, 0]|0
[1, 1, 1, 1, 1, 1, 0.4682260681454252, 0.4057598702001862, 0.4057598702001862, 0, 0, 0, 0, 0, 0, 0]|-1
[1, 1, 1, 0, 1, 1, 0.7902635710909568, 0.770141313130021, 0.7902635710909568, -1, -1, 0, -1, 0, 0, 0]|-1
[0, 0, 1, 0, 1, 1, 0.4721630352572057, 0.08615712419921857, 0.4721630352572057, 0, 1, 1, 1, 1, 1, 1]|0
[0, 0, 1, 1, 1, 1, 1.1636363636611373, -1.2909090909107426, 1.1636363636611373, 0, 0, 0, 1, 1, 1, 1]|1
[0, 0, 0, 0, 1, 1, 1.025088317130372, 0.6077824229738176, 0.6077824229738176, 0, 1, 0, 0, 0, 0, 0]|-1
[0, 0, 1, 1, 1, 1, 1.8284440609741957, 0.5186942766759077, -0.5000000000016157, 0, 0, 1, 1, 1, 1, 1]|-1
[0, 0, 1, 1, 1, 1, 1.484785102609479, 1.2971540146216185, 1.484785102609479, 0, 0, 0, 0, 1, 1, 1]|-1
[0, 0, 1, 1, 1, 1, 0.4537173033148961, 0.19126929847146035, 0.22876187059218903, 0, 0, 0, 0, 0, 1, 1]|-1
[0, 0, 1, 1, 1, 1, 0.5192865746134757, 0.1369092692451111, 0.2133847303184444, 0, 0, 0, 0, 0, 0, 1]|0
[0, 0, 1, 1, 1, 1, 0.330903790086347, 0.016034985421875366, 0.5058309037893491, 0, 0, 0, 0, 0, 0, 0]|0
[0, 0, 1, 1, 1, 1, 0.27064683800242656, -0.04771874097589988, 0.17968524400905184, 0, 0, 0, 0, 0, 0, 1]|0
[0, 0, 1, 1, 1, 1, 0.07356046740720394, 0.07356046740720394, -0.34034914824845386, 0, 0, 0, 0, 1, 1, 1]|0
[0, 0, 1, 1, 1, 1, 0.13105473737964324, -0.06559121477813123, 0.13105473737964324, 0, 0, 0, 0, 0, 0, 0]|0
[0, 0, 1, 1, 1, 1, -0.11705651003859203, -0.39029186503753655, -0.20813496170456983, 0, 0, 0, 0, 0, 0, 1]|0
[0, 0, 1, 1, 1, 1, 0.15918556744035545, -0.1213476254548145, -0.08628097634340491, 0, 0, 0, 0, 0, 0, 0]|0
[0, 0, 1, 1, 1, 1, -0.7034285714287656, -2.0834285714286325, -0.7634285714291652, 0, 1, 1, 1, 1, 1, 1]|1
[0, 0, 1, 1, 1, 1, -0.6329713347644607, -0.6855032201038813, -0.6855032201038813, 1, 0, 0, 0, 0, 0, 0]|1
[0, 0, 1, 1, 1, 1, -0.3283652028080107, -0.4764883839461741, -0.4764883839461741, 0, 0, 0, 0, 0, 0, 0]|1
[0, 0, 1, 1, 1, 1, -0.6402823303178677, -0.7498929242602242, -0.5745159739523565, 1, 1, 1, 0, 0, 0, 0]|1
[0, 0, 1, 1, 1, 1, -0.4371533200491993, -0.4744735850071665, -0.45581345252818295, 0, 0, 0, 0, 0, 0, 0]|0
[0, 0, 1, 1, 1, 1, -0.5145916368303075, -0.5145916368303075, -0.5145916368303075, 0, 0, 0, 0, 0, 0, 0]|1
[1, 1, 1, 1, 1, 1, -0.38496871255365067, -0.7156836639590748, -0.5503261882557507, 0, 0, 0, 0, 0, 0, 0]|0
[1, 1, 1, 1, 1, 1, 0.063640944148867, -0.23053370024488612, -0.32859191504244095, 0, 0, 0, 0, 0, 0, 0]|-1
[1, 1, 1, 1, 1, 1, 0.4647481143862711, -0.1883394506520947, 0.05656838623717918, 0, 0, 0, 0, 0, 0, 0]|-1
[1, 1, 1, 1, 1, 1, 0.9502071424828998, 0.7897372699148669, 0.6292673973468339, 0, 0, 0, 0, 0, 0, 0]|-1
[1, 1, 1, 1, 1, 1, 0.91593672617079, 0.6110002340745454, 0.8778196646592884, -1, 0, 0, 0, 0, 0, 0]|-1
[1, 1, 1, 1, 1, 1, 0.5742519467168833, 0.5204948812198815, 0.5742519467168833, -1, 0, 0, 0, 0, 0, 0]|-1
[0, 1, 1, 1, 1, 1, 0.5747281683423907, 0.37406079041139106, 0.38949674256003497, 0, 0, 0, 0, 0, 0, 0]|-1
[0, 1, 1, 1, 1, 1, 0.8597316949440207, 0.5147680514064887, 0.6700016909982632, 0, 0, 0, 0, 0, 0, 0]|-1
[0, 1, 1, 1, 1, 1, 1.0622334640531912, 0.7072583520236826, 0.722692052546809, -1, 0, 0, 0, 0, 0, 0]|-1
[0, 0, 1, 1, 1, 1, 0.9150044275658301, 0.809564455318246, 0.9150044275658301, 0, 0, 0, 0, 0, 0, 0]|0
[0, 0, 1, 1, 1, 1, 0.3981427588756976, 0.22776337372327066, 0.38394447677955695, 0, 0, 0, 0, 0, 0, 0]|0
[0, 0, 1, 1, 1, 1, 0.43389550833655915, -0.022458317726473765, 0.17312189344355258, 0, 0, 0, 0, 0, 0, 0]|0
[0, 0, 1, 1, 1, 1, 0.409217877094823, -0.6499068901304933, 0.409217877094823, 0, 0, 0, 0, 0, 0, 0]|0
[0, 0, 1, 1, 1, 1, -0.7017781213768356, -2.2603401623528026, -1.2862388867430035, 0, 0, 0, 0, 1, 1, 1]|1
[0, 0, 1, 1, 1, 1, -0.15575507444542938, -0.5526289234558122, -0.2592873828828539, 1, 0, 0, 0, 0, 0, 0]|0
[0, 0, 1, 1, 1, 1, 0.8629257023126483, 0.2710693682381822, 0.09022437727085235, 0, 0, 1, 0, 0, 0, 0]|-1
[0, 0, 1, 1, 1, 1, 0.8840340103920992, 0.49858290033071034, 0.49858290033071034, 0, 0, 0, 0, 0, 0, 0]|-1
[0, 0, 1, 1, 1, 1, 0.8516235338564336, 0.504164370944112, 0.5265810911318994, 0, 0, 1, 0, 1, 0, 0]|0
[0, 0, 1, 1, 1, 1, 0.6349809991093537, 0.2602693314009868, 0.5247716850774139, 0, 0, 0, 0, 0, 0, 0]|0
[0, 0, 1, 1, 1, 1, 0.1862310243262711, -0.0039395837838897205, 0.154535922974648, 0, 0, 0, 0, 0, 0, 0]|0
[0, 0, 1, 1, 1, 1, 0.2968810905437918, -0.0014446719102502266, -0.0014446719102502266, 0, 0, 0, 0, 0, 0, 0]|0
[0, 0, 1, 1, 1, 1, 0.2087320313791531, 0.01565044012766307, 0.23554891905289838, 0, 0, 0, 0, 0, 0, 0]|0
[0, 0, 1, 1, 1, 1, 0.0030996321920345963, -0.09147398609787571, -0.0028112189509945655, 0, 0, 0, 0, 0, 0, 0]|0
[0, 0, 1, 1, 1, 1, -0.051254412071931016, -0.24968088701928323, -0.08325868222479395, 0, 0, 0, 0, 0, 0, 0]|0
[0, 0, 1, 1, 1, 1, 0.008866214588975647, -0.24544647949806778, -0.24544647949806778, 0, 0, 0, 0, 0, 0, 0]|0
[0, 0, 1, 1, 1, 1, -0.42070878849913335, -0.5094901114438215, -0.5094901114438215, 0, 0, 1, 1, 1, 0, 1]|1
[0, 0, 1, 1, 1, 1, -0.5655746599538156, -0.6690249986437349, -0.5576169415929982, 1, 0, 1, 1, 1, 1, 0]|1
[0, 0, 1, 1, 1, 1, -0.65565102445505, -0.7988543732103065, -0.7129323639568982, 1, 1, 0, 1, 1, 1, 1]|0
[0, 0, 1, 1, 1, 1, -0.31292517006780496, -0.5792689957336945, -0.5792689957336945, 1, 0, 1, 0, 0, 1, 1]|0
[1, 0, 1, 1, 1, 1, 1.726187820655577, 0.4145661387444448, 1.726187820655577, 1, -1, -1, 1, 1, 1, 1]|-1
[1, 0, 1, 1, 1, 1, 0.36421847607634794, -1.0133899882279387, 0.4117222162240078, -1, 1, 0, 0, 1, 1, 1]|-1
[1, 0, 1, 1, 1, 1, 3.7084340450642124, -0.12022312487809281, -0.18983507342297612, 0, -1, 1, 0, 0, 1, 1]|-1
[1, 0, 1, 1, 1, 1, 3.2985464217594327, 1.5743413109039495, 2.8196005576328504, 0, -1, -1, 1, 0, 0, 1]|0
[0, 0, 1, 1, 1, 1, -0.2748902885222858, -0.5032189186577409, -0.5888421549584969, 0, 0, 0, 0, 0, 1, 0]|1
[0, 0, 1, 1, 1, 1, -0.4846079990394708, -0.5484562993185698, -0.5324942242487064, 1, 1, 1, 0, 0, 1, 0]|1
[0, 0, 1, 1, 1, 1, -0.5866850762397753, -0.8262096290070622, -0.570716772721838, 1, 1, 1, 1, 0, 0, 1]|1
[0, 0, 1, 1, 1, 1, -0.6819047939163322, -0.6929388802024948, -0.6708707076304146, 1, 0, 0, 1, 0, 1, 0]|1
[0, 0, 1, 1, 1, 1, -0.6007178774233309, -0.6777315473497498, -0.6854329143424431, 1, 1, 0, 0, 0, 0, 0]|1
[0, 0, 1, 1, 1, 1, -0.5843098359542421, -0.6576821796765338, -0.569635367209849, 1, 0, 0, 0, 0, 0, 0]|1
[0, 1, 1, 1, 1, 1, -0.44599593611279126, -0.5009779407947942, -0.5009779407947942, 0, 1, 0, 0, 0, 0, 0]|1
[1, 1, 1, 1, 1, 1, -0.7775580395500395, -7.541100601886735, -1.6793637145336053, -1, -1, -1, -1, -1, -1, -1]|1
[1, 1, 1, 1, 1, 1, 1.0608546870326918, -0.6310053081117947, 0.04573868994599994, 0, -1, -1, -1, -1, -1, -1]|1
[1, 1, 1, 1, 1, 1, 0.8342350393286774, -0.7160229935032547, 0.42981990032930323, -1, -1, -1, -1, -1, -1, -1]|1
[1, 1, 1, 1, 1, 1, -0.6134020618591958, -3.087628865983417, -2.221649484539665, 1, -1, -1, -1, -1, -1, -1]|1
[1, 1, 1, 1, 1, 1, -0.0974722022235675, -0.9950003999693301, -0.2769778417737829, 0, 0, -1, -1, -1, -1, -1]|1
[1, 1, 1, 1, 1, 1, 0.4719681394575495, -0.7738923290942086, 0.22279604574675524, 0, 0, -1, -1, -1, -1, -1]|0
[1, 1, 1, 1, 1, 1, 0.6406962518098349, -1.8355577800037717, -0.48487376265134974, -1, -1, -1, -1, -1, -1, -1]|-1
[1, 1, 0, 1, 1, 1, 0.9924363137624682, 0.2423001674102831, 0.40304362734272425, 0, -1, -1, -1, -1, -1, -1]|-1
[1, 1, 0, 1, 1, 1, 1.459228951545223, 1.0747684499234411, 1.0747684499234411, -1, 0, -1, -1, -1, -1, -1]|-1
[1, 1, 0, 0, 1, 1, 0.8279576032110013, 0.6353448968625723, 0.8279576032110013, -1, -1, 0, 0, -1, 0, 0]|0
[1, 1, 0, 0, 1, 1, 0.40341997125051193, -0.03608163638493619, 0.3767835101818134, 0, 0, 0, 0, 0, 0, 0]|0
[1, 1, 0, 0, 1, 1, 0.11457896816338661, -0.2451359538320397, 0.042635983764429154, 0, -1, -1, 0, 0, 0, 0]|0
[1, 1, 0, 0, 1, 1, 0.19227522161270647, 0.09096665259639802, -0.01034191642019163, 0, 0, -1, -1, -1, 0, 0]|0
[1, 1, 0, 0, 1, 1, 0.04634745242475213, -0.08870472682643578, 0.15684468999375717, 0, 0, 0, -1, -1, -1, -1]|0
[1, 1, 0, 0, 1, 1, 0.15965775008120536, -0.17185269970476386, 0.15965775008120536, 0, 0, 0, 0, 0, -1, -1]|0
[1, 1, 0, 0, 1, 1, 0.03942372376707727, -0.17200192958912425, -0.23542962559593777, 0, 0, 0, 0, 0, 0, -1]|0
[1, 1, 0, 0, 1, 1, 0.142987028730776, 0.03792378874230363, 0.10096173273548037, 0, 0, 0, 0, 0, 0, 0]|0
[1, 1, 0, 0, 1, 1, 0.34530876123570386, 0.09987134870866464, 0.3698525024880263, -1, 0, 0, 0, 0, 0, 0]|1
[1, 1, 0, 0, 1, 1, -0.07782201924942629, -0.6682214704162176, -0.04674836392500359, 0, 0, 0, 0, 0, 0, 0]|0
[1, 1, 0, 0, 1, 1, 0.2134083930396983, -0.5030706243600332, -0.5235414534287399, 0, 0, -1, 0, 0, 0, 0]|0
