[-0.19363726196268133, -0.011606679283837025, -0.009111159495543229, 0, 0, 1, 0, -0.11847019612458877, -0.4191384594775154, -0.1685815733503547, -0.3439713936388665, -0.01824744167361325, -0.3940827708646324, -0.19363726196268133, -0.5193612139279346, 0.13208669000257187, -0.4191384594775154, 0.5580333964188006, 0.08197531277736228, 0.6833118394821027, 0.45781064196782506, 0.6582561508697761, 0.48286633058070805, 0.48286633058070805, 0.4076992647426155, 0.10703100138968889, -0.04330313028649622, -0.444194148089842, 0.03186393555159634, -0.06835881889937918, -0.3189157050265398, -0.09341450751170581, 0.08197531277736228, 0.3826435761297325, 0.4327549533549421]|-0.268804327801
[-0.26659292035386395, -0.006084070796467815, -0.008849557522129545, 0, 0, 0, 0, -0.24225663716841297, -0.6073008849555812, -0.12057522123899664, -0.41261061946927163, -0.16924778761097933, -0.3396017699112976, -0.023230088495571635, -0.3882743362832803, -0.19358407079643028, -0.5099557522121563, 0.12278761061929568, -0.41261061946927163, 0.5365044247784466, 0.07411504424785337, 0.6581858407073226, 0.43915929203502163, 0.5121681415924553, 0.463495575221013, 0.39048672566357934, 0.09845132743330433, -0.047566371681562976, -0.4369469026547226, 0.025442477875870676, -0.07190265486755432, -0.31526548672584664, -0.09623893805300529, 0.07411504424785337, 0.366150442477588]|-0.461283185841
[-0.44768445109704147, -0.007134481563871483, -0.009836367763774398, 0, 0, 0, 0, -0.2638401261672537, -0.5166260729455843, -0.24085958555141296, -0.5855676947941272, -0.12595688247016804, -0.4017233698648497, -0.17191796370287013, -0.3327817480157966, -0.03403472000527417, -0.37874282924849867, -0.1948985043187109, -0.4936455323292333, 0.10384852369181151, -0.4017233698648497, 0.4945177141672278, 0.05788744245961971, 0.42557609231868493, 0.47153717355087676, 0.42557609231868493, 0.35663447047014213, 0.08086798307546048, -0.05701526062162521, -0.42470391048069045, 0.011926361226917632, -0.07999580123797624, -0.3098012073999558, -0.10297634185381702, 0.05788744245961971]|-0.884314722805
[-0.9342607475986425, -0.0005647648778352351, -0.0032355028165868735, 0, 0, 0, 0, -0.40757715867360267, -0.9342607475986425, -0.2759062614418554, -0.5173029063661568, -0.2539611119036369, -0.5831383549817869, -0.14423536421059543, -0.40757715867360267, -0.18812566328800695, -0.3417417100574854, -0.056454766056259695, -0.38563200913489687, -0.21007081282622542, -0.4953577568274511, 0.07521613117500028, -0.40757715867360267, 0.05327098163629452, 0.38244822471493173, 0.42633852379185594, 0.38244822471493173, 0.3166127760993017, 0.05327098163629452, -0.07839991559496545, -0.42952230821182114, -0.012564466979335463, -0.1003450651336712, -0.3197965605192669, -0.12229021467188968]|-0.824534999906
[-0.6454260324099005, 0.01035023523264677, -0.010872974385789257, 0, 0, 0, 0, -0.5149503397803691, -0.6454260324099005, -0.5312598013591511, -0.6291165708311185, -0.28661787767923225, -0.6780449555671023, -0.18876110820690262, -0.3681651855724178, -0.1724516466284828, -0.41709357030840155, -0.09090433873493513, -0.28661787767923225, -0.12352326189249906, -0.23768949294288638, -0.025666492420169416, -0.2703084161004503, -0.1724516466284828, -0.28661787767923225, 0.05588081547301612, 0.300522739153297, 0.3331416623104988, 0.300522739153297, 0.25159435441731326, 0.05588081547301612, -0.041975953998951376, -0.3029273392576521, 0.006952430737032372, -0.05828541557773334]|-0.726973340303
[-0.3427812223205282, 0.0022143489814039196, -0.026129317980503095, 0, 0, 0, 0, -0.20637732506626708, -0.42958370239139665, -0.18157661647443304, -0.28077945084121847, -0.19397697077035006, -0.26837909654530145, -0.007971656332971507, -0.30558015943277717, 0.06643046944225525, -0.06997342781200591, 0.07883082373789693, -0.10717449069948162, 0.14083259521720667, -0.007971656332971507, 0.11603188662537264, 0.029229406554779545, 0.01682905225886253, 0.07883082373789693, -0.007971656332971507, 0.2524357838796338, 0.43844109831728767, 0.46324180690884637, 0.43844109831728767, 0.40124003542981196, 0.2524357838796338, 0.17803365810468239, -0.020372010628613182, 0.2152347209921581]|-0.119574844995
[-0.2008652657602033, 0.0064894932014887005, -0.026112484548818517, 0, 0, 0, 0, -0.13597033374524425, -0.46044499381946313, -0.29171817058097305, -0.5253399258344222, -0.26576019777487414, -0.3695920889986934, -0.2787391841779236, -0.35661310259564394, -0.08405438813362283, -0.3955500618045041, -0.006180469715614322, -0.14894932014829368, 0.006798516687146936, -0.18788627935715385, 0.07169344870210599, -0.08405438813362283, 0.03275648949324583, -0.05809641532752393, 0.006798516687146936, -0.08405438813362283, 0.18850432632868647, 0.38318912237327546, 0.40914709517908615, 0.38318912237327546, 0.34425216316441526, 0.18850432632868647, 0.11063040791096615, -0.09703337453638408]|-0.0970333745364
[0.28953102020749405, -0.05490495124999754, -0.03731140040305782, 0, 0, 0, 0, 0.3124080832284904, 0.060760389999054566, 0.19802276812452463, -0.37390380739682805, -0.07650198812590753, -0.4882891225013018, -0.030747862083914845, -0.21376436625086961, -0.05362492510491119, -0.19088730322987327, 0.28953102020749405, -0.2595184922923543, 0.4267933983329641, 0.17514570510352828, 0.44967046135345246, 0.10651451604104724, 0.49542458739544515, 0.49542458739544515, 0.33528514624948674, 0.44967046135345246, 0.28953102020749405, 0.7699493436453694, 1.1131052889582824, 1.1588594149997673, 1.1131052889582824, 1.0444740998958015, 0.7699493436453694, 0.6326869655204073]|0.243776894166
[1.1870324189503612, -0.21558603491237227, -0.07593516209471791, 0, 0, 0, 0, 1.414463840396616, 0.8458852867816099, 1.3576059850347366, 0.7321695760578512, 1.0733167082278647, -0.34812967581028176, 0.39102244388909996, -0.6324189526184161, 0.5047381546128586, 0.049875311720348786, 0.44788029925097933, 0.10673316708222814, 1.3007481296728574, -0.06384039900214744, 1.641895261842871, 1.0164588528659855, 1.641895261842871, 1.8124688279272465, 1.8124688279272465, 1.414463840396616, 1.6987531172034878, 1.3007481296728574, 2.494763092264749, 3.3476309226878893, 3.4613466334103857, 3.3476309226878893, 3.177057356603514, 2.494763092264749]|1.01645885287
[0.5307597860234433, -0.07675836512208051, -0.047392250395459336, 0, 0, 0, 0, 0.5307597860234433, 0.38260485334265043, 0.6789147187035782, 0.4418668264152308, 0.7085457052398685, 0.41223583987894064, 0.6789147187035782, 0.3529738668063603, 0.5307597860234433, -0.2100148773792052, 0.17518794758993517, -0.3581698100599981, 0.2344499206625155, -0.0025979716264899334, 0.20481893412622534, 0.027033014909800233, -0.06185994469841232, 0.5900217590953657, 0.8270696513843712, 0.9159626109925837, 0.9159626109925837, 0.7085457052398685, 0.8567006379200034, 0.6492837321672881, 1.271534449425434, 1.7159992474671546, 1.775261220539077, 1.7159992474671546]|0.441866826415
[0.44589717073281043, -0.06698183440371293, -0.05377549512911124, 0, 0, 0, 0, 0.5244921251522136, 0.23631062561401417, 0.5244921251522136, 0.3935005344528205, 0.6554837158510249, 0.44589717073281043, 0.6816820339910199, 0.4196988525928155, 0.6554837158510249, 0.3673022163128255, 0.5244921251522136, -0.13046582834358839, 0.2101123074740192, -0.2614574190429815, 0.2625089437540091, 0.05292239863521289, 0.13151735305461607, 0.0005257623558046946, 0.5768887614316218, 0.786475306550418, 0.8650702609698212, 0.8650702609698212, 0.6816820339910199, 0.8126736246898313, 0.62928539771103, 1.1794500786474338, 1.5724248507450314, 1.6248214870244395]|0.393500534453
[0.4630743735251419, -0.07299251745091721, -0.04669813689550549, 0, 0, 0, 0, 0.521468387486257, 0.2586953246625356, 0.6090594084272815, 0.28789233164309314, 0.6090594084272815, 0.4630743735251419, 0.7550444433287726, 0.521468387486257, 0.7842414503093302, 0.4922713805056995, 0.7550444433287726, 0.43387736654458436, 0.6090594084272815, -0.1208657660821195, 0.2586953246625356, -0.266850800984259, 0.08351328278048682, 0.1711043037215112, 0.02511926882002, 0.6674534223877483, 0.9010294782309122, 0.9886204991719365, 0.9886204991719365, 0.7842414503093302, 0.9302264852108214, 0.7258474363482151, 1.338984582936034, 1.7769396876418044]|0.463074373525
